symbol,base_qty,side,quote_qty,account_name,price,realized_pnl,fee,trade_time,时间,净资产,份额,净值
INJUSDT,0.2,CloseLong,2.67,binance-001,13.4,0.0527,0.000534,1756910427694,2025/9/3 22:40:28,99884.79662,94438.764,1.057667343
WLFIUSDT,2,CloseLong,0.439,binance-001,0.219,-0.00825,0.0000878,1756910427892,2025/9/3 22:40:28,99884.78829,94438.764,1.057667255
SOONUSDT,2,CloseLong,0.551,binance-001,0.276,0.00106,0.00011,1756910427892,2025/9/3 22:40:28,99884.78924,94438.764,1.057667265
PIPPINUSDT,26,CloseLong,0.411,binance-001,0.0158,-0.00205,0.0000821,1756910427893,2025/9/3 22:40:28,99884.7871,94438.764,1.057667243
CATIUSDT,2,CloseLong,0.178,binance-001,0.0888,-0.000384,0.0000355,1756910427893,2025/9/3 22:40:28,99884.78668,94438.764,1.057667238
ARUSDT,0.8,CloseLong,5.16,binance-001,6.45,0.141,0.00103,1756910427893,2025/9/3 22:40:28,99884.92665,94438.764,1.05766872
ETCUSDT,0.38,CloseLong,8.02,binance-001,21.1,0.106,0.0016,1756910427894,2025/9/3 22:40:28,99885.03105,94438.764,1.057669826
SEIUSDT,1,CloseLong,0.292,binance-001,0.292,0.00649,0.0000585,1756910428159,2025/9/3 22:40:28,99885.03749,94438.764,1.057669894
GRTUSDT,6,CloseLong,0.543,binance-001,0.0905,0.00592,0.000109,1756910428159,2025/9/3 22:40:28,99885.0433,94438.764,1.057669955
TONUSDT,0.1,CloseLong,0.318,binance-001,3.18,0.00463,0.0000637,1756910436693,2025/9/3 22:40:37,99885.04786,94438.764,1.057670004
WUSDT,1,CloseLong,0.0806,binance-001,0.0806,0.00156,0.0000161,1756910436694,2025/9/3 22:40:37,99885.04941,94438.764,1.05767002
TAOUSDT,0.004,CloseLong,1.3,binance-001,325,0.00756,0.00026,1756910436694,2025/9/3 22:40:37,99885.05671,94438.764,1.057670097
NOTUSDT,30,CloseLong,0.0558,binance-001,0.00186,0.00143,0.0000112,1756910436694,2025/9/3 22:40:37,99885.05813,94438.764,1.057670112
BTCUSDT,0.001,CloseLong,112,binance-001,112111,1.13,0.0224,1756910436694,2025/9/3 22:40:37,99886.16573,94438.764,1.057681841
KAITOUSDT,0.1,CloseLong,0.105,binance-001,1.05,0.00121,0.0000209,1756910436735,2025/9/3 22:40:37,99886.16692,94438.764,1.057681853
XRPUSDT,0.6,CloseLong,1.73,binance-001,2.88,0.0292,0.000346,1756910436735,2025/9/3 22:40:37,99886.19577,94438.764,1.057682159
ETHUSDT,0.001,CloseLong,4.46,binance-001,4463,0.14,0.000893,1756910437397,2025/9/3 22:40:37,99886.33488,94438.764,1.057683632
DOGSUSDT,383,CloseLong,0.0509,binance-001,0.000133,0.00112,0.0000102,1756910437398,2025/9/3 22:40:37,99886.33599,94438.764,1.057683643
ONDOUSDT,1,CloseLong,0.984,binance-001,0.984,0.0224,0.000197,1756910437398,2025/9/3 22:40:37,99886.35819,94438.764,1.057683879
LINKUSDT,0.01,CloseLong,0.237,binance-001,23.7,0.00435,0.0000475,1756910437398,2025/9/3 22:40:37,99886.36249,94438.764,1.057683924
SOLUSDT,0.03,CloseLong,6.35,binance-001,212,0.0667,0.00127,1756910437398,2025/9/3 22:40:37,99886.42792,94438.764,1.057684617
WIFUSDT,0.2,CloseLong,0.162,binance-001,0.809,0.00187,0.0000324,1756910437460,2025/9/3 22:40:37,99886.42976,94438.764,1.057684636
FARTCOINUSDT,0.1,CloseLong,0.0811,binance-001,0.811,0.00092,0.0000162,1756910437730,2025/9/3 22:40:38,99886.43066,94438.764,1.057684646
ZEREBROUSDT,3,CloseLong,0.063,binance-001,0.021,0.000738,0.0000126,1756910437796,2025/9/3 22:40:38,99886.43139,94438.764,1.057684654
OMNIUSDT,0.4,CloseLong,1.28,binance-001,3.2,0.0279,0.000256,1756910437796,2025/9/3 22:40:38,99886.45903,94438.764,1.057684946
YGGUSDT,4,CloseLong,0.615,binance-001,0.154,0.0085,0.000123,1756910437955,2025/9/3 22:40:38,99886.46741,94438.764,1.057685035
KAVAUSDT,0.5,CloseLong,0.186,binance-001,0.371,0.000381,0.0000371,1756910437956,2025/9/3 22:40:38,99886.46775,94438.764,1.057685039
ILVUSDT,0.1,CloseLong,1.36,binance-001,13.6,0.0299,0.000273,1756910437957,2025/9/3 22:40:38,99886.49738,94438.764,1.057685352
SPKUSDT,11,CloseLong,0.65,binance-001,0.0591,0.0244,0.00013,1756910437957,2025/9/3 22:40:38,99886.52165,94438.764,1.057685609
PIPPINUSDT,4,CloseLong,0.0634,binance-001,0.0158,-0.000116,0.0000127,1756910438017,2025/9/3 22:40:38,99886.52152,94438.764,1.057685608
CATIUSDT,1,CloseLong,0.0888,binance-001,0.0888,-0.000162,0.0000178,1756910438017,2025/9/3 22:40:38,99886.52134,94438.764,1.057685606
ETCUSDT,0.05,CloseLong,1.06,binance-001,21.1,0.0147,0.000211,1756910438017,2025/9/3 22:40:38,99886.53583,94438.764,1.05768576
KAITOUSDT,0.3,CloseLong,0.314,binance-001,1.05,0.00387,0.0000629,1756910451812,2025/9/3 22:40:52,99886.53964,94438.764,1.0576858
TONUSDT,0.3,CloseLong,0.956,binance-001,3.19,0.0143,0.000191,1756910451812,2025/9/3 22:40:52,99886.55375,94438.764,1.057685949
SUIUSDT,0.1,CloseLong,0.339,binance-001,3.39,0.00759,0.0000678,1756910451812,2025/9/3 22:40:52,99886.56127,94438.764,1.057686029
NOTUSDT,135,CloseLong,0.251,binance-001,0.00186,0.00658,0.0000502,1756910451813,2025/9/3 22:40:52,99886.5678,94438.764,1.057686098
ETHUSDT,0.01,CloseLong,44.7,binance-001,4465,1.42,0.00893,1756910451813,2025/9/3 22:40:52,99887.97887,94438.764,1.05770104
TAOUSDT,0.019,CloseLong,6.18,binance-001,325,0.0408,0.00124,1756910451877,2025/9/3 22:40:52,99888.01843,94438.764,1.057701459
DOGSUSDT,2619,CloseLong,0.348,binance-001,0.000133,0.00795,0.0000696,1756910452231,2025/9/3 22:40:52,99888.02631,94438.764,1.057701542
WUSDT,4.3,CloseLong,0.347,binance-001,0.0807,0.00708,0.0000694,1756910452231,2025/9/3 22:40:52,99888.03332,94438.764,1.057701616
ONDOUSDT,2.4,CloseLong,2.36,binance-001,0.984,0.0541,0.000472,1756910452231,2025/9/3 22:40:52,99888.08695,94438.764,1.057702184
WIFUSDT,1.1,CloseLong,0.891,binance-001,0.81,0.0112,0.000178,1756910452231,2025/9/3 22:40:52,99888.09797,94438.764,1.057702301
LINKUSDT,0.03,CloseLong,0.713,binance-001,23.8,0.0135,0.000143,1756910452231,2025/9/3 22:40:52,99888.11133,94438.764,1.057702442
SOLUSDT,0.2,CloseLong,42.4,binance-001,212,0.489,0.00847,1756910452231,2025/9/3 22:40:52,99888.59186,94438.764,1.057707531
XRPUSDT,2.4,CloseLong,6.92,binance-001,2.88,0.126,0.00138,1756910452231,2025/9/3 22:40:52,99888.71648,94438.764,1.05770885
FARTCOINUSDT,0.4,CloseLong,0.325,binance-001,0.812,0.00408,0.0000649,1756910452543,2025/9/3 22:40:53,99888.72049,94438.764,1.057708893
BTCUSDT,0.001,CloseLong,112,binance-001,112227,1.24,0.0224,1756910452543,2025/9/3 22:40:53,99889.93809,94438.764,1.057721786
APTUSDT,0.2,CloseLong,0.874,binance-001,4.37,0.0114,0.000175,1756910452602,2025/9/3 22:40:53,99889.94932,94438.764,1.057721905
ILVUSDT,0.3,CloseLong,4.1,binance-001,13.7,0.0933,0.000819,1756910452719,2025/9/3 22:40:53,99890.0418,94438.764,1.057722884
ZEREBROUSDT,12,CloseLong,0.252,binance-001,0.021,0.00307,0.0000504,1756910452719,2025/9/3 22:40:53,99890.04482,94438.764,1.057722916
OMNIUSDT,1.43,CloseLong,4.57,binance-001,3.2,0.104,0.000915,1756910452719,2025/9/3 22:40:53,99890.1479,94438.764,1.057724007
YGGUSDT,16,CloseLong,2.46,binance-001,0.154,0.034,0.000492,1756910452719,2025/9/3 22:40:53,99890.18141,94438.764,1.057724362
KAVAUSDT,1.9,CloseLong,0.705,binance-001,0.371,0.00164,0.000141,1756910452719,2025/9/3 22:40:53,99890.18291,94438.764,1.057724378
SPKUSDT,39,CloseLong,2.31,binance-001,0.0592,0.089,0.000462,1756910452771,2025/9/3 22:40:53,99890.27145,94438.764,1.057725316
PIPPINUSDT,13,CloseLong,0.206,binance-001,0.0159,-0.000247,0.0000412,1756910452845,2025/9/3 22:40:53,99890.27116,94438.764,1.057725312
CATIUSDT,1,CloseLong,0.0888,binance-001,0.0888,-0.000112,0.0000178,1756910452845,2025/9/3 22:40:53,99890.27103,94438.764,1.057725311
INJUSDT,0.1,CloseLong,1.34,binance-001,13.4,0.0288,0.000268,1756910452845,2025/9/3 22:40:53,99890.29956,94438.764,1.057725613
ETCUSDT,0.19,CloseLong,4.01,binance-001,21.1,0.0599,0.000803,1756910452845,2025/9/3 22:40:53,99890.35866,94438.764,1.057726239
WLFIUSDT,1,CloseLong,0.221,binance-001,0.221,-0.00282,0.0000441,1756910452846,2025/9/3 22:40:53,99890.35579,94438.764,1.057726209
SOONUSDT,1,CloseLong,0.276,binance-001,0.276,0.000592,0.0000552,1756910452846,2025/9/3 22:40:53,99890.35633,94438.764,1.057726214
ARUSDT,0.4,CloseLong,2.58,binance-001,6.45,0.0731,0.000516,1756910453079,2025/9/3 22:40:53,99890.42892,94438.764,1.057726983
GRTUSDT,4,CloseLong,0.363,binance-001,0.0907,0.00447,0.0000725,1756910453079,2025/9/3 22:40:53,99890.43331,94438.764,1.05772703
WUSDT,21.1,CloseLong,1.71,binance-001,0.0808,0.0375,0.000341,1756910494203,2025/9/3 22:41:34,99890.47047,94438.764,1.057727423
ONDOUSDT,11.1,CloseLong,10.9,binance-001,0.985,0.261,0.00219,1756910494203,2025/9/3 22:41:34,99890.72928,94438.764,1.057730163
NOTUSDT,608,CloseLong,1.13,binance-001,0.00186,0.0308,0.000226,1756910494203,2025/9/3 22:41:34,99890.75986,94438.764,1.057730487
SUIUSDT,0.5,CloseLong,1.7,binance-001,3.4,0.0416,0.00034,1756910494203,2025/9/3 22:41:34,99890.80112,94438.764,1.057730924
XRPUSDT,12,CloseLong,34.6,binance-001,2.88,0.647,0.00692,1756910494203,2025/9/3 22:41:34,99891.4412,94438.764,1.057737702
APTUSDT,0.3,CloseLong,1.31,binance-001,4.37,0.0186,0.000262,1756910494266,2025/9/3 22:41:34,99891.45953,94438.764,1.057737896
WIFUSDT,4.8,CloseLong,3.9,binance-001,0.812,0.0603,0.00078,1756910494266,2025/9/3 22:41:34,99891.51905,94438.764,1.057738526
DOGSUSDT,12032,CloseLong,1.6,binance-001,0.000133,0.0402,0.000321,1756910494631,2025/9/3 22:41:35,99891.55893,94438.764,1.057738949
TONUSDT,1.7,CloseLong,5.41,binance-001,3.18,0.0804,0.00108,1756910494631,2025/9/3 22:41:35,99891.63825,94438.764,1.057739788
TAOUSDT,0.086,CloseLong,28,binance-001,325,0.21,0.0056,1756910494631,2025/9/3 22:41:35,99891.84265,94438.764,1.057741953
LINKUSDT,0.16,CloseLong,3.81,binance-001,23.8,0.077,0.000761,1756910494631,2025/9/3 22:41:35,99891.91889,94438.764,1.05774276
ETHUSDT,0.043,CloseLong,192,binance-001,4474,6.47,0.0385,1756910494632,2025/9/3 22:41:35,99898.35039,94438.764,1.057810862
BTCUSDT,0.002,CloseLong,225,binance-001,112313,2.66,0.0449,1756910494632,2025/9/3 22:41:35,99900.96549,94438.764,1.057838553
KAITOUSDT,1.4,CloseLong,1.47,binance-001,1.05,0.021,0.000294,1756910494850,2025/9/3 22:41:35,99900.9862,94438.764,1.057838773
FARTCOINUSDT,1.1,CloseLong,0.896,binance-001,0.815,0.0146,0.000179,1756910494850,2025/9/3 22:41:35,99901.00062,94438.764,1.057838925
SOLUSDT,0.93,CloseLong,198,binance-001,212,2.77,0.0395,1756910494850,2025/9/3 22:41:35,99903.73112,94438.764,1.057867838
OMNIUSDT,4.68,CloseLong,15,binance-001,3.2,0.364,0.003,1756910494916,2025/9/3 22:41:35,99904.09212,94438.764,1.057871661
KAVAUSDT,6.2,CloseLong,2.3,binance-001,0.371,0.00597,0.000461,1756910494916,2025/9/3 22:41:35,99904.09763,94438.764,1.057871719
SPKUSDT,128,CloseLong,7.59,binance-001,0.0593,0.304,0.00152,1756910494917,2025/9/3 22:41:35,99904.40011,94438.764,1.057874922
YGGUSDT,52,CloseLong,8.01,binance-001,0.154,0.126,0.0016,1756910494917,2025/9/3 22:41:35,99904.52451,94438.764,1.057876239
WLFIUSDT,4,CloseLong,0.884,binance-001,0.221,-0.0105,0.000177,1756910495262,2025/9/3 22:41:35,99904.51383,94438.764,1.057876126
ILVUSDT,0.9,CloseLong,12.3,binance-001,13.7,0.297,0.00246,1756910495262,2025/9/3 22:41:35,99904.80837,94438.764,1.057879245
ZEREBROUSDT,38,CloseLong,0.8,binance-001,0.0211,0.0116,0.00016,1756910495262,2025/9/3 22:41:35,99904.81981,94438.764,1.057879366
MYXUSDT,1,CloseShort,1.13,binance-001,1.13,0.0483,0.000226,1756910495262,2025/9/3 22:41:35,99904.86788,94438.764,1.057879875
INJUSDT,0.4,CloseLong,5.36,binance-001,13.4,0.119,0.00107,1756910495262,2025/9/3 22:41:35,99904.98581,94438.764,1.057881124
WLDUSDT,1,CloseLong,0.902,binance-001,0.902,0.0201,0.00018,1756910495262,2025/9/3 22:41:35,99905.00573,94438.764,1.057881335
ETCUSDT,0.59,CloseLong,12.5,binance-001,21.2,0.2,0.0025,1756910495263,2025/9/3 22:41:35,99905.20323,94438.764,1.057883426
SOONUSDT,4,CloseLong,1.1,binance-001,0.276,0.00221,0.000221,1756910495569,2025/9/3 22:41:36,99905.20522,94438.764,1.057883447
CATIUSDT,4,CloseLong,0.358,binance-001,0.0895,0.00219,0.0000716,1756910495570,2025/9/3 22:41:36,99905.20734,94438.764,1.05788347
PIPPINUSDT,43,CloseLong,0.682,binance-001,0.0159,-0.000388,0.000136,1756910495707,2025/9/3 22:41:36,99905.20682,94438.764,1.057883464
LPTUSDT,0.1,CloseLong,0.689,binance-001,6.89,0.0181,0.000138,1756910495707,2025/9/3 22:41:36,99905.22478,94438.764,1.057883654
ARUSDT,1.2,CloseLong,7.76,binance-001,6.46,0.231,0.00155,1756910495707,2025/9/3 22:41:36,99905.45423,94438.764,1.057886084
GRTUSDT,9,CloseLong,0.817,binance-001,0.0908,0.0113,0.000163,1756910495707,2025/9/3 22:41:36,99905.46537,94438.764,1.057886202
SEIUSDT,2,CloseLong,0.586,binance-001,0.293,0.0146,0.000117,1756910495708,2025/9/3 22:41:36,99905.47985,94438.764,1.057886355
TIAUSDT,1,CloseLong,1.64,binance-001,1.64,0.0309,0.000328,1756910495755,2025/9/3 22:41:36,99905.51042,94438.764,1.057886679
WUSDT,21,CloseLong,1.69,binance-001,0.0807,0.0341,0.000339,1756910589818,2025/9/3 22:43:10,99905.54418,94438.764,1.057887037
ONDOUSDT,11.1,CloseLong,10.9,binance-001,0.985,0.266,0.00219,1756910589818,2025/9/3 22:43:10,99905.80799,94438.764,1.05788983
NOTUSDT,616,CloseLong,1.15,binance-001,0.00186,0.0312,0.000229,1756910589818,2025/9/3 22:43:10,99905.83896,94438.764,1.057890158
APTUSDT,0.4,CloseLong,1.75,binance-001,4.38,0.0255,0.00035,1756910589818,2025/9/3 22:43:10,99905.86411,94438.764,1.057890424
SUIUSDT,0.6,CloseLong,2.04,binance-001,3.4,0.051,0.000408,1756910589818,2025/9/3 22:43:10,99905.91471,94438.764,1.05789096
XRPUSDT,11.9,CloseLong,34.3,binance-001,2.89,0.645,0.00687,1756910589818,2025/9/3 22:43:10,99906.55284,94438.764,1.057897717
WIFUSDT,4.9,CloseLong,3.98,binance-001,0.813,0.063,0.000796,1756910589885,2025/9/3 22:43:10,99906.61504,94438.764,1.057898376
DOGSUSDT,12005,CloseLong,1.6,binance-001,0.000133,0.0389,0.00032,1756910589954,2025/9/3 22:43:10,99906.65362,94438.764,1.057898784
TONUSDT,1.7,CloseLong,5.42,binance-001,3.19,0.0814,0.00108,1756910589954,2025/9/3 22:43:10,99906.73394,94438.764,1.057899635
TAOUSDT,0.084,CloseLong,27.3,binance-001,325,0.2,0.00546,1756910590232,2025/9/3 22:43:10,99906.92848,94438.764,1.057901695
LTCUSDT,0.013,CloseLong,1.47,binance-001,113,0.0153,0.000294,1756910590232,2025/9/3 22:43:10,99906.94349,94438.764,1.057901854
LTCUSDT,0.181,CloseLong,20.5,binance-001,113,0.212,0.00409,1756910590232,2025/9/3 22:43:10,99907.1514,94438.764,1.057904055
ETHUSDT,0.041,CloseLong,183,binance-001,4475,6.22,0.0367,1756910590232,2025/9/3 22:43:10,99913.3347,94438.764,1.057969529
KAITOUSDT,1.3,CloseLong,1.37,binance-001,1.05,0.0199,0.000273,1756910590233,2025/9/3 22:43:10,99913.35432,94438.764,1.057969737
LINKUSDT,0.16,CloseLong,3.81,binance-001,23.8,0.082,0.000762,1756910590233,2025/9/3 22:43:10,99913.43556,94438.764,1.057970597
BTCUSDT,0.003,CloseLong,337,binance-001,112413,4.29,0.0674,1756910590233,2025/9/3 22:43:10,99917.65816,94438.764,1.05801531
FARTCOINUSDT,1.1,CloseLong,0.895,binance-001,0.814,0.0137,0.000179,1756910590434,2025/9/3 22:43:10,99917.67168,94438.764,1.058015453
SOLUSDT,0.9,CloseLong,191,binance-001,212,2.77,0.0382,1756910590435,2025/9/3 22:43:10,99920.40348,94438.764,1.05804438
WCTUSDT,1,CloseShort,0.295,binance-001,0.295,-0.00268,0.000059,1756910590454,2025/9/3 22:43:10,99920.40074,94438.764,1.058044351
MYXUSDT,1,CloseShort,1.13,binance-001,1.13,0.0456,0.000226,1756910590454,2025/9/3 22:43:10,99920.44612,94438.764,1.058044831
ILVUSDT,1.1,CloseLong,15.1,binance-001,13.7,0.374,0.00301,1756910590520,2025/9/3 22:43:11,99920.81711,94438.764,1.05804876
ZEREBROUSDT,44,CloseLong,0.927,binance-001,0.0211,0.0139,0.000185,1756910590520,2025/9/3 22:43:11,99920.83082,94438.764,1.058048905
KAVAUSDT,6.6,CloseLong,2.45,binance-001,0.372,0.00833,0.000491,1756910590520,2025/9/3 22:43:11,99920.83866,94438.764,1.058048988
WLDUSDT,1,CloseLong,0.903,binance-001,0.903,0.0204,0.000181,1756910590520,2025/9/3 22:43:11,99920.85888,94438.764,1.058049202
WLFIUSDT,3,CloseLong,0.662,binance-001,0.221,-0.00817,0.000132,1756910590765,2025/9/3 22:43:11,99920.85058,94438.764,1.058049114
SOONUSDT,4,CloseLong,1.1,binance-001,0.276,0.00133,0.00022,1756910590765,2025/9/3 22:43:11,99920.85169,94438.764,1.058049126
OMNIUSDT,4.9,CloseLong,15.7,binance-001,3.2,0.371,0.00314,1756910590765,2025/9/3 22:43:11,99921.21955,94438.764,1.058053021
CATIUSDT,4,CloseLong,0.357,binance-001,0.0894,0.00167,0.0000715,1756910590766,2025/9/3 22:43:11,99921.22115,94438.764,1.058053038
SPKUSDT,133,CloseLong,7.89,binance-001,0.0593,0.318,0.00158,1756910590766,2025/9/3 22:43:11,99921.53757,94438.764,1.058056388
YGGUSDT,55,CloseLong,8.47,binance-001,0.154,0.133,0.00169,1756910590766,2025/9/3 22:43:11,99921.66888,94438.764,1.058057779
INJUSDT,0.3,CloseLong,4.02,binance-001,13.4,0.0922,0.000804,1756910590766,2025/9/3 22:43:11,99921.76027,94438.764,1.058058747
ETCUSDT,0.69,CloseLong,14.6,binance-001,21.1,0.223,0.00292,1756910590766,2025/9/3 22:43:11,99921.98035,94438.764,1.058061077
PIPPINUSDT,47,CloseLong,0.746,binance-001,0.0159,0.0000457,0.000149,1756910591091,2025/9/3 22:43:11,99921.98025,94438.764,1.058061076
LPTUSDT,0.1,CloseLong,0.687,binance-001,6.87,0.0163,0.000137,1756910591091,2025/9/3 22:43:11,99921.99641,94438.764,1.058061247
ARUSDT,1.3,CloseLong,8.4,binance-001,6.47,0.253,0.00168,1756910591091,2025/9/3 22:43:11,99922.24773,94438.764,1.058063908
SEIUSDT,2,CloseLong,0.587,binance-001,0.294,0.0154,0.000117,1756910591091,2025/9/3 22:43:11,99922.26302,94438.764,1.05806407
GRTUSDT,11,CloseLong,0.999,binance-001,0.0909,0.0144,0.0002,1756910591091,2025/9/3 22:43:11,99922.27722,94438.764,1.058064221
XRPUSDT,6.4,OpenLong,18.4,binance-001,2.88,0,0.00368,1756910891673,2025/9/3 22:48:12,99922.27354,94438.764,1.058064182
SOLUSDT,0.48,OpenLong,102,binance-001,212,0,0.0203,1756910891675,2025/9/3 22:48:12,99922.25324,94438.764,1.058063967
TAOUSDT,0.044,OpenLong,14.3,binance-001,325,0,0.00286,1756910891812,2025/9/3 22:48:12,99922.25038,94438.764,1.058063936
ONDOUSDT,6,OpenLong,5.89,binance-001,0.982,0,0.00118,1756910891812,2025/9/3 22:48:12,99922.2492,94438.764,1.058063924
ETHUSDT,0.022,OpenLong,98.3,binance-001,4467,0,0.0197,1756910891814,2025/9/3 22:48:12,99922.2295,94438.764,1.058063715
OMNIUSDT,2.68,OpenLong,8.58,binance-001,3.2,0,0.00172,1756910892258,2025/9/3 22:48:12,99922.22778,94438.764,1.058063697
ILVUSDT,0.5,OpenLong,6.84,binance-001,13.7,0,0.00137,1756910892321,2025/9/3 22:48:12,99922.22641,94438.764,1.058063682
YGGUSDT,48,OpenLong,7.4,binance-001,0.154,0,0.00148,1756910922262,2025/9/3 22:48:42,99922.22493,94438.764,1.058063667
SPKUSDT,118,OpenLong,6.97,binance-001,0.0591,0,0.00139,1756910922267,2025/9/3 22:48:42,99922.22354,94438.764,1.058063652
ARUSDT,0.9,OpenLong,5.82,binance-001,6.47,0,0.00116,1756910922716,2025/9/3 22:48:43,99922.22238,94438.764,1.05806364
ARUSDT,0.2,OpenLong,1.29,binance-001,6.47,0,0.000259,1756910922716,2025/9/3 22:48:43,99922.22212,94438.764,1.058063637
ETHUSDT,0.02,CloseLong,89.5,binance-001,4473,2.99,0.0179,1756911035361,2025/9/3 22:50:35,99925.19422,94438.764,1.058095108
TAOUSDT,0.04,CloseLong,13,binance-001,325,0.0854,0.0026,1756911035429,2025/9/3 22:50:35,99925.27702,94438.764,1.058095985
XRPUSDT,5.5,CloseLong,15.8,binance-001,2.88,0.268,0.00317,1756911035429,2025/9/3 22:50:35,99925.54185,94438.764,1.058098789
ONDOUSDT,5.2,CloseLong,5.12,binance-001,0.984,0.117,0.00102,1756911035667,2025/9/3 22:50:36,99925.65783,94438.764,1.058100017
SOLUSDT,0.44,CloseLong,93.3,binance-001,212,1.14,0.0187,1756911035667,2025/9/3 22:50:36,99926.77913,94438.764,1.058111891
ILVUSDT,0.5,CloseLong,6.84,binance-001,13.7,0.17,0.00137,1756911035936,2025/9/3 22:50:36,99926.94776,94438.764,1.058113676
OMNIUSDT,2.39,CloseLong,7.66,binance-001,3.2,0.183,0.00153,1756911035936,2025/9/3 22:50:36,99927.12923,94438.764,1.058115598
SPKUSDT,110,CloseLong,6.51,binance-001,0.0592,0.251,0.0013,1756911036007,2025/9/3 22:50:36,99927.37893,94438.764,1.058118242
YGGUSDT,45,CloseLong,6.93,binance-001,0.154,0.113,0.00139,1756911036007,2025/9/3 22:50:36,99927.49054,94438.764,1.058119424
ARUSDT,1.1,CloseLong,7.12,binance-001,6.47,0.219,0.00142,1756911036497,2025/9/3 22:50:36,99927.70812,94438.764,1.058121728
ONDOUSDT,5.2,OpenLong,5.12,binance-001,0.984,0,0.00102,1756911085904,2025/9/3 22:51:26,99927.7071,94438.764,1.058121717
XRPUSDT,5.6,OpenLong,16.1,binance-001,2.88,0,0.00322,1756911085904,2025/9/3 22:51:26,99927.70388,94438.764,1.058121683
ETHUSDT,0.02,OpenLong,89.4,binance-001,4471,0,0.0179,1756911086266,2025/9/3 22:51:26,99927.68598,94438.764,1.058121493
TAOUSDT,0.04,OpenLong,13,binance-001,325,0,0.0026,1756911086267,2025/9/3 22:51:26,99927.68338,94438.764,1.058121466
SOLUSDT,0.43,OpenLong,91.2,binance-001,212,0,0.0182,1756911086555,2025/9/3 22:51:27,99927.66518,94438.764,1.058121273
ILVUSDT,0.5,OpenLong,6.85,binance-001,13.7,0,0.00137,1756911087169,2025/9/3 22:51:27,99927.66381,94438.764,1.058121258
OMNIUSDT,2.29,OpenLong,7.34,binance-001,3.2,0,0.00147,1756911087399,2025/9/3 22:51:27,99927.66234,94438.764,1.058121243
YGGUSDT,39,OpenLong,6.01,binance-001,0.154,0,0.0012,1756911116300,2025/9/3 22:51:56,99927.66114,94438.764,1.05812123
SPKUSDT,95,OpenLong,5.64,binance-001,0.0594,0,0.00113,1756911116302,2025/9/3 22:51:56,99927.66001,94438.764,1.058121218
ARUSDT,0.9,OpenLong,5.82,binance-001,6.47,0,0.00116,1756911116962,2025/9/3 22:51:57,99927.65885,94438.764,1.058121206
SOLUSDT,0.08,OpenLong,16.9,binance-001,212,0,0.00339,1756911128545,2025/9/3 22:52:09,99927.65546,94438.764,1.05812117
SPKUSDT,31,CloseLong,1.84,binance-001,0.0594,0.0765,0.000368,1756911152004,2025/9/3 22:52:32,99927.73159,94438.764,1.058121976
YGGUSDT,12,CloseLong,1.85,binance-001,0.154,0.0289,0.00037,1756911152004,2025/9/3 22:52:32,99927.76012,94438.764,1.058122278
XRPUSDT,4.7,OpenLong,13.5,binance-001,2.88,0,0.0027,1756911167333,2025/9/3 22:52:47,99927.75742,94438.764,1.05812225
TONUSDT,1.6,OpenLong,5.1,binance-001,3.19,0,0.00102,1756911167398,2025/9/3 22:52:47,99927.7564,94438.764,1.058122239
ETHUSDT,0.017,OpenLong,75.9,binance-001,4465,0,0.0152,1756911167398,2025/9/3 22:52:47,99927.7412,94438.764,1.058122078
TAOUSDT,0.035,OpenLong,11.4,binance-001,325,0,0.00227,1756911167698,2025/9/3 22:52:48,99927.73893,94438.764,1.058122054
SOLUSDT,7.76,CloseLong,1643,binance-001,212,18,0.329,1756911167914,2025/9/3 22:52:48,99945.40993,94438.764,1.05830917
ILVUSDT,0.4,OpenLong,5.48,binance-001,13.7,0,0.0011,1756911168466,2025/9/3 22:52:48,99945.40883,94438.764,1.058309158
OMNIUSDT,2.01,OpenLong,6.44,binance-001,3.2,0,0.00129,1756911168532,2025/9/3 22:52:49,99945.40754,94438.764,1.058309145
SOLUSDT,0.03,OpenLong,6.35,binance-001,212,0,0.00127,1756911172003,2025/9/3 22:52:52,99945.40627,94438.764,1.058309131
INJUSDT,0.4,OpenLong,5.34,binance-001,13.4,0,0.00107,1756911198335,2025/9/3 22:53:18,99945.4052,94438.764,1.05830912
XRPUSDT,3.6,OpenLong,10.3,binance-001,2.87,0,0.00207,1756911399576,2025/9/3 22:56:40,99945.40313,94438.764,1.058309098
ONDOUSDT,7.7,OpenLong,7.56,binance-001,0.982,0,0.00151,1756911399583,2025/9/3 22:56:40,99945.40162,94438.764,1.058309082
ETHUSDT,0.718,CloseLong,3207,binance-001,4466,102,0.641,1756911399644,2025/9/3 22:56:40,100046.7606,94438.764,1.059382359
ETHUSDT,0.005,CloseLong,22.3,binance-001,4466,0.712,0.00447,1756911399644,2025/9/3 22:56:40,100047.4681,94438.764,1.059389851
ETHUSDT,0.013,CloseLong,58.1,binance-001,4466,1.85,0.0116,1756911399644,2025/9/3 22:56:40,100049.3065,94438.764,1.059409318
ETHUSDT,0.007,CloseLong,31.3,binance-001,4466,0.997,0.00625,1756911399644,2025/9/3 22:56:40,100050.2973,94438.764,1.059419809
ETHUSDT,0.007,CloseLong,31.3,binance-001,4466,0.997,0.00625,1756911399644,2025/9/3 22:56:40,100051.288,94438.764,1.0594303
