,Unnamed: 0,AccountDetailID,CreateTime,MemberID,TradeUnitID,ExchangeID,InstrumentID,SettlementGroup,ProductGroup,AccountID,Currency,Amount,PreBalance,Balance,Source,Remark,UpdateUserID,UpdateTime,UserID,InsertTime,LocalID,SettleSegment,BusinessNo,RelatedID,ReserveAmount,ReserveBalance,pl,shares
982,1079,1000141745858569,2025-08-01 00:18:30,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-208.62182077,31520.90069836,31312.27887759,5,,,1754007510,lbank_exchange_user,1754007510,1000594113265879.0,,1001679305746254.0,1000158307259276.0,0.0,0.0,0.7959635723667072,39338.83404297825
983,1080,1000141745858570,2025-08-01 00:18:30,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,3906.37422,31312.27887759,35218.65309759,1,,,1754007510,lbank_exchange_user,1754007510,1000594113265879.0,,1001679305746254.0,1000158307259276.0,0.0,0.0,0.8952642841196847,39338.83404297825
984,1093,1000141745859209,2025-08-01 00:19:19,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-231.68362732,35218.65309759,34986.96947027,5,,,1754007559,lbank_exchange_user,1754007559,217540075596601.0,,1001679306508357.0,1000158307288603.0,0.0,0.0,0.889374846037537,39338.83404297825
985,1094,1000141745862021,2025-08-01 00:27:45,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-115.92879402,34986.96947027,34871.04067625,5,,,1754008065,lbank_exchange_user,1754008065,1000594116744954.0,,1001679314007005.0,,0.0,0.0,0.8864279159405914,39338.83404297825
986,1095,1000141745862022,2025-08-01 00:27:45,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-349.76292,34871.04067625,34521.27775625,1,,,1754008065,lbank_exchange_user,1754008065,1000594116744954.0,,1001679314007005.0,,0.0,0.0,0.8775368817117203,39338.83404297825
987,1096,1000141745862357,2025-08-01 00:29:21,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-2000.0,34521.27775625,32521.27775625,4,,,1754008161,,1754008161,1250801110197.0,,,,0.0,0.0,0.8775368817117204,37059.72755562605
988,1097,1000141745866631,2025-08-01 00:41:03,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-3000.0,32521.27775625,29521.27775625,4,,,1754008863,,1754008863,1250801110198.0,,,,0.0,0.0,0.8775368817117204,33641.067824597754
989,1107,1000141745869623,2025-08-01 00:46:24,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-114.97635229,29521.27775625,29406.30140396,5,,,1754009184,lbank_exchange_user,1754009184,1000594123740330.0,,1001679330526083.0,,0.0,0.0,0.8741191438179804,33641.067824597754
990,1108,1000141745869624,2025-08-01 00:46:24,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,3463.68695,29406.30140396,32869.98835396,1,,,1754009184,lbank_exchange_user,1754009184,1000594123740330.0,,1001679330526083.0,,0.0,0.0,0.9770792213059909,33641.067824597754
991,1111,1000141745878567,2025-08-01 00:52:17,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-226.12420448,32869.98835396,32643.86414948,5,,,1754009537,lbank_exchange_user,1754009537,217540095371243.0,,1001679336480962.0,,0.0,0.0,0.9703575498757321,33641.067824597754
992,1112,1000141745880813,2025-08-01 00:54:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-113.74256744,32643.86414948,32530.12158204,5,,,1754009654,lbank_exchange_user,1754009654,1000594127175090.0,,1001679338672768.0,1000158308519272.0,0.0,0.0,0.9669764869429783,33641.067824597754
993,1113,1000141745880814,2025-08-01 00:54:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,2721.8608,32530.12158204,35251.98238204,1,,,1754009654,lbank_exchange_user,1754009654,1000594127175090.0,,1001679338672768.0,1000158308519272.0,0.0,0.0,1.0478853574399434,33641.067824597754
994,1114,1000141745881441,2025-08-01 00:54:57,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-114.19298546,35251.98238204,35137.78939658,5,,,1754009697,lbank_exchange_user,1754009697,1000594127505346.0,,1001679339456125.0,1000158308545017.0,0.0,0.0,1.044490905573689,33641.067824597754
995,1115,1000141745881442,2025-08-01 00:54:57,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,4523.53288,35137.78939658,39661.32227658,1,,,1754009697,lbank_exchange_user,1754009697,1000594127505346.0,,1001679339456125.0,1000158308545017.0,0.0,0.0,1.1789555100739206,33641.067824597754
996,1116,1000141745882447,2025-08-01 00:56:49,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-229.2137662,39661.32227658,39432.10851038,5,,,1754009809,lbank_exchange_user,1754009809,217540098096284.0,,1001679341448908.0,1000158308611221.0,0.0,0.0,1.1721419996528153,33641.067824597754
997,974,1000141745884348,2025-08-01 01:00:08,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-2001.0,39432.10851038,37431.10851038,4,,,1754010008,,1754010008,1250801110199.0,,,,0.0,0.0,1.1721419996528153,31933.936776829916
998,975,1000141745886203,2025-08-01 01:05:34,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-57.36103138,37431.10851038,37373.747479,5,,,1754010334,lbank_exchange_user,1754010334,1000594131767066.0,,1001679349634570.0,,0.0,0.0,1.1703457591272306,31933.936776829916
999,976,1000141745886204,2025-08-01 01:05:34,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-230.35932,37373.747479,37143.388159,1,,,1754010334,lbank_exchange_user,1754010334,1000594131767066.0,,1001679349634570.0,,0.0,0.0,1.1631321380315962,31933.936776829916
1000,977,1000141745889189,2025-08-01 01:14:58,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-171.13824636,37143.388159,36972.24991264,5,,,1754010898,lbank_exchange_user,1754010898,1000594135439086.0,,1001679358328594.0,,0.0,0.0,1.1577730040307996,31933.936776829916
1001,978,1000141745889190,2025-08-01 01:14:58,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,3088.31316,36972.24991264,40060.56307264,1,,,1754010898,lbank_exchange_user,1754010898,1000594135439086.0,,1001679358328594.0,,0.0,0.0,1.2544824445730869,31933.936776829916
1002,979,1000141745889814,2025-08-01 01:17:36,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-2300.0,40060.56307264,37760.56307264,4,,,1754011056,,1754011056,1250801110200.0,,,,0.0,0.0,1.2544824445730869,30100.511359081076
1003,980,1000141745892409,2025-08-01 01:28:36,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-243.63703962,37760.56307264,37516.92603302,5,,,1754011716,lbank_exchange_user,1754011716,217540117162415.0,,1001679371326793.0,1000158309724429.0,0.0,0.0,1.246388328273415,30100.511359081076
1004,981,1000141745892619,2025-08-01 01:29:31,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-3000.0,37516.92603302,34516.92603302,4,,,1754011771,,1754011771,1250801110201.0,,,,0.0,0.0,1.246388328273415,27693.556855458748
1005,985,1000141745899421,2025-08-01 02:04:39,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-60.77484612,34516.92603302,34456.1511869,5,,,1754013879,lbank_exchange_user,1754013879,1000594154117914.0,,1001679402269719.0,,0.0,0.0,1.2441937800455654,27693.556855458748
1006,986,1000141745899422,2025-08-01 02:04:39,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,537.65514,34456.1511869,34993.8063269,1,,,1754013879,lbank_exchange_user,1754013879,1000594154117914.0,,1001679402269719.0,,0.0,0.0,1.2636082287856165,27693.556855458748
1007,987,1000141745901839,2025-08-01 02:16:59,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,17039.6709,34993.8063269,52033.4772269,3,,,1754014619,,1754014619,1250801110202.0,,,,0.0,0.0,1.2636082287856167,41178.48874481173
1008,988,1000141745906043,2025-08-01 02:39:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-220.94196693,52033.4772269,51812.53525997,5,,,1754015958,lbank_exchange_user,1754015958,217540159584640.0,,1001679430839310.0,1000158312192592.0,0.0,0.0,1.258242758277478,41178.48874481173
1009,989,1000141745906044,2025-08-01 02:39:18,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-4.59378358,51812.53525997,51807.94147639,5,,,1754015958,lbank_exchange_user,1754015958,217540159584640.0,,1001679430839310.0,1000158312192593.0,0.0,0.0,1.2581312004296787,41178.48874481173
1010,990,1000141745907058,2025-08-01 02:45:12,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-102.21704456,51807.94147639,51705.72443183,5,,,1754016312,lbank_exchange_user,1754016312,1000594168392165.0,,1001679435576137.0,,0.0,0.0,1.255648908153402,41178.48874481173
1011,991,1000141745907059,2025-08-01 02:45:12,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-607.42698033,51705.72443183,51098.2974515,1,,,1754016312,lbank_exchange_user,1754016312,1000594168392165.0,,1001679435576137.0,,0.0,0.0,1.2408978330448837,41178.48874481173
1012,1000,1000141745911875,2025-08-01 03:10:09,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-122.57884815,51098.2974515,50975.71860335,5,,,1754017809,lbank_exchange_user,1754017809,1000594176808127.0,,1001679455080510.0,,0.0,0.0,1.2379210640597553,41178.48874481173
1013,1001,1000141745911876,2025-08-01 03:10:09,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-401.00898156,50975.71860335,50574.70962179,1,,,1754017809,lbank_exchange_user,1754017809,1000594176808127.0,,1001679455080510.0,,0.0,0.0,1.2281827518053865,41178.48874481173
1014,1011,1000141745943990,2025-08-01 04:39:28,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-1700.0,50574.70962179,48874.70962179,4,,,1754023168,,1754023168,1250801110203.0,,,,0.0,0.0,1.2281827518053863,39794.329915434704
1015,1021,1000141745960612,2025-08-01 05:52:51,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-45.57508216,48874.70962179,48829.13453963,5,,,1754027571,lbank_exchange_user,1754027571,1000594232317132.0,,1001679584127329.0,,0.0,0.0,1.227037486078916,39794.329915434704
1016,1022,1000141745960613,2025-08-01 05:52:51,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,1419.41789547,48829.13453963,50248.5524351,1,,,1754027571,lbank_exchange_user,1754027571,1000594232317132.0,,1001679584127329.0,,0.0,0.0,1.2627063338390452,39794.329915434704
1017,1029,1000141745984509,2025-08-01 07:13:31,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-135.25188762,50248.5524351,50113.30054748,5,,,1754032411,lbank_exchange_user,1754032411,1000594260246531.0,,1001679649852723.0,,0.0,0.0,1.2593075610011204,39794.329915434704
1018,1030,1000141745984510,2025-08-01 07:13:31,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,10151.68906641,50113.30054748,60264.98961389,1,,,1754032411,lbank_exchange_user,1754032411,1000594260246531.0,,1001679649852723.0,,0.0,0.0,1.5144114687181982,39794.329915434704
1019,1031,1000141745988720,2025-08-01 07:28:14,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-214.63756782,60264.98961389,60050.35204607,5,,,1754033294,lbank_exchange_user,1754033294,217540332941561.0,,1001679662018374.0,,0.0,0.0,1.5090177965976694,39794.329915434704
1020,1044,1000141746024863,2025-08-01 08:00:00,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-9.58286288,60050.35204607,60040.76918319,7,,,1754035200,,1754035200,,,,,,0.0,1.5087769868415972,39794.329915434704
1021,1074,1000141746053915,2025-08-01 08:08:56,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-53.50128532,60040.76918319,59987.26789787,5,,,1754035736,lbank_exchange_user,1754035736,1000594279826012.0,,1001679696413117.0,1000158323686555.0,0.0,0.0,1.507432541906007,39794.329915434704
1022,1075,1000141746053916,2025-08-01 08:08:56,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-631.51908,59987.26789787,59355.74881787,1,,,1754035736,lbank_exchange_user,1754035736,1000594279826012.0,,1001679696413117.0,1000158323686555.0,0.0,0.0,1.491562967488194,39794.329915434704
1023,1084,1000141746060755,2025-08-01 08:25:28,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-34.86978618,59355.74881787,59320.87903169,5,,,1754036728,lbank_exchange_user,1754036728,217540367280322.0,,1001679711528397.0,,0.0,0.0,1.4906867173728107,39794.329915434704
1024,1085,1000141746060756,2025-08-01 08:25:28,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-32.42832722,59320.87903169,59288.45070447,5,,,1754036728,lbank_exchange_user,1754036728,217540367280322.0,,1001679711528397.0,,0.0,0.0,1.4898718191878453,39794.329915434704
1025,1086,1000141746060757,2025-08-01 08:25:28,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-0.86952824,59288.45070447,59287.58117623,5,,,1754036728,lbank_exchange_user,1754036728,217540367280322.0,,1001679711528397.0,,0.0,0.0,1.4898499686317022,39794.329915434704
1026,1087,1000141746060758,2025-08-01 08:25:28,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-22.87827308,59287.58117623,59264.70290315,5,,,1754036728,lbank_exchange_user,1754036728,217540367280322.0,,1001679711528397.0,,0.0,0.0,1.4892750557451522,39794.329915434704
1027,1101,1000141746067860,2025-08-01 08:39:46,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-40.08892895,59264.70290315,59224.6139742,5,,,1754037586,lbank_exchange_user,1754037586,1000594291456131.0,,1001679724461895.0,1000158324770218.0,0.0,0.0,1.4882676527046892,39794.329915434704
1028,1102,1000141746067861,2025-08-01 08:39:46,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-620.872,59224.6139742,58603.7419742,1,,,1754037586,lbank_exchange_user,1754037586,1000594291456131.0,,1001679724461895.0,1000158324770218.0,0.0,0.0,1.4726656309764834,39794.329915434704
1029,998,1000141746080277,2025-08-01 09:06:24,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-60.27266523,58603.7419742,58543.46930897,5,,,1754039184,lbank_exchange_user,1754039184,1000594300942193.0,,1001679747300932.0,1000158325703970.0,0.0,0.0,1.4711510266256103,39794.329915434704
1030,999,1000141746080278,2025-08-01 09:06:24,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-377.85064,58543.46930897,58165.61866897,1,,,1754039184,lbank_exchange_user,1754039184,1000594300942193.0,,1001679747300932.0,1000158325703970.0,0.0,0.0,1.4616559392399713,39794.329915434704
1031,1012,1000141746108696,2025-08-01 10:41:17,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-601.0,58165.61866897,57564.61866897,4,,,1754044877,,1754044877,1250801110204.0,,,,0.0,0.0,1.4616559392399713,39383.15243935062
1032,1023,1000141746117711,2025-08-01 11:13:33,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-40000.0,57564.61866897,17564.61866897,4,,,1754046813,,1754046813,1250801110205.0,,,,0.0,0.0,1.4616559392399715,12016.931069361788
1033,1045,1000141746163211,2025-08-01 12:34:15,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-60.94571168,17564.61866897,17503.67295729,5,,,1754051655,lbank_exchange_user,1754051655,1000594371880576.0,,1001679915117225.0,1000158332958480.0,0.0,0.0,1.456584285643207,12016.931069361788
1034,1046,1000141746163212,2025-08-01 12:34:15,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,2314.33517,17503.67295729,19818.00812729,1,,,1754051655,lbank_exchange_user,1754051655,1000594371880576.0,,1001679915117225.0,1000158332958480.0,0.0,0.0,1.6491738209115416,12016.931069361788
1035,1047,1000141746163365,2025-08-01 12:34:20,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-46.06852386,19818.00812729,19771.93960343,5,,,1754051660,lbank_exchange_user,1754051660,1000594371915067.0,,1001679915199818.0,1000158332961521.0,0.0,0.0,1.645340186217784,12016.931069361788
1036,1048,1000141746163366,2025-08-01 12:34:20,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,5497.53614686,19771.93960343,25269.47575029,1,,,1754051660,lbank_exchange_user,1754051660,1000594371915067.0,,1001679915199818.0,1000158332961521.0,0.0,0.0,2.1028227260716115,12016.931069361788
1037,1049,1000141746163367,2025-08-01 12:34:20,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-0.8542374,25269.47575029,25268.62151289,5,,,1754051660,lbank_exchange_user,1754051660,1000594371915067.0,,1001679915199818.0,1000158332961522.0,0.0,0.0,2.1027516399186603,12016.931069361788
1038,1050,1000141746163368,2025-08-01 12:34:20,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,101.78075247,25268.62151289,25370.40226536,1,,,1754051660,lbank_exchange_user,1754051660,1000594371915067.0,,1001679915199818.0,1000158332961522.0,0.0,0.0,2.1112214190896084,12016.931069361788
1039,1051,1000141746164720,2025-08-01 12:36:17,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-46.86669162,25370.40226536,25323.53557374,5,,,1754051777,lbank_exchange_user,1754051777,1000594372706887.0,,1001679917113933.0,1000158333031009.0,0.0,0.0,2.107321364129695,12016.931069361788
1040,1052,1000141746164721,2025-08-01 12:36:17,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,DOGEUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,5374.83573065,25323.53557374,30698.37130439,1,,,1754051777,lbank_exchange_user,1754051777,1000594372706887.0,,1001679917113933.0,1000158333031009.0,0.0,0.0,2.5545932757039913,12016.931069361788
1041,1053,1000141746165039,2025-08-01 12:36:57,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-12000.0,30698.37130439,18698.37130439,4,,,1754051817,,1754051817,1250801110206.0,,,,0.0,0.0,2.5545932757039913,7319.510108409381
1042,1054,1000141746165567,2025-08-01 12:37:45,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-6000.0,18698.37130439,12698.37130439,4,,,1754051865,,1754051865,1250801110207.0,,,,0.0,0.0,2.5545932757039918,4970.799627933178
1043,1071,1000141746169666,2025-08-01 12:49:07,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-207.62366292,12698.37130439,12490.74764147,5,,,1754052547,lbank_exchange_user,1754052547,217540525472070.0,,1001679928368871.0,1000158333481856.0,0.0,0.0,2.5128246110100316,4970.799627933178
1044,1072,1000141746169835,2025-08-01 12:49:39,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,24786.5,12490.74764147,37277.24764147,3,,,1754052579,,1754052579,1250801110208.0,,,,0.0,0.0,2.5128246110100316,14834.7988467394
1045,1088,1000141746194354,2025-08-01 13:26:20,38275638-1f74-46f5-9d90-7cce3d7b1acd,,,,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-26910.0,37277.24764147,10367.24764147,4,,,1754054780,,1754054780,1250801110209.0,,,,0.0,0.0,2.512824611010032,4125.734679629262
1046,1089,1000141746197315,2025-08-01 13:32:21,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-51.57804157,10367.24764147,10315.6695999,5,,,1754055141,lbank_exchange_user,1754055141,1000594392637763.0,,1001679964674262.0,,0.0,0.0,2.500323069933078,4125.734679629262
1047,1090,1000141746197316,2025-08-01 13:32:21,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,1310.58018,10315.6695999,11626.2497799,1,,,1754055141,lbank_exchange_user,1754055141,1000594392637763.0,,1001679964674262.0,,0.0,0.0,2.8179829006708528,4125.734679629262
1048,1091,1000141746197835,2025-08-01 13:33:27,38275638-1f74-46f5-9d90-7cce3d7b1acd,38275638-1f74-46f5-9,Exchange,ETHUSDT,SwapU,SwapU,38275638-1f74-46f5-9d90-7cce3d7b1acd,USDT,-154.53538878,11626.2497799,11471.71439112,5,,,1754055207,lbank_exchange_user,1754055207,1000594393041294.0,,1001679965644202.0,,0.0,0.0,2.7805264472680165,4125.734679629262
